Data,Cod. PV,GBLU,GAS,BSP,
43102,53171,,2,2,
43102,11725,,25,8,
43102,13846,,10,5,
43102,1676,,10,4,
43102,5530,,14,6,
43102,11734,,5,2,
43102,1955,,5,,
43102,12108,,9,6,
43102,54479,,4,1,
43102,1964,,4,2,
43102,51568,,26,5,
43102,6351,,7,2,
43102,55702,,8,7,
43102,54593,,16,2,
43102,13859,,6,2,
43102,55567,,2,1,
43102,53216,,9,6,
43102,3496,,22,12,
43102,22985,,5,5,
43102,16462,,15,3,
43102,11975,,4,,
43102,55422,,15,5,
43102,6204,,4,2,
43102,6357,,5,1,
43102,52444,,28,4,
43102,3816,,20,6,
43102,53306,,5,2,
43102,12115,,4,1,
43102,3893,,3,2,
43102,51725,,,1,
43102,51725,,15,8,
43102,3550,,15,6,
43102,2036,,4,2,
43102,1736,,6,3,
43102,11703,,5,5,
43102,6259,,15,8,
43102,2698,,6,4,
43102,16447,3,,,
43102,2989,,4,2,
43102,55817,,8,3,
43102,22982,,7,4,
43102,12105,,4,2,
43102,6466,,3,2,
43102,12073,,2,2,
43102,1690,,3,,
43102,12103,,11,3,
43102,2098,,8,3,
43102,12114,,15,7,
43102,6264,,3,2,
43102,2946,,7,5,
43102,56388,,6,2,
43102,57273,,12,4,
43102,1787,,4,,
43102,11731,,16,2,
43102,13763,,6,3,
43102,2667,,4,3,
43102,11723,,3,,
43102,12052,,7,5,
43102,2138,,4,1,
43102,1678,,15,3,
43102,2053,,8,2,
43102,2111,,16,6,
43102,3777,,,,
43102,2686,,4,4,
43102,2672,,3,1,
43102,16454,,5,,
43102,57601,,9,3,
43102,6203,,,,
43102,56554,,14,5,
43102,25501,,28,8,
43102,12117,,8,3,
43102,2141,,9,5,
43102,6437,,8,4,
43102,57842,,,,
43102,55905,,15,6,
43102,2974,,10,4,
43102,25534,,10,4,
43102,6416,,9,7,
43102,6338,,1,5,
43102,3894,,,,
43102,13855,,16,9,
43102,53490,,18,3,
43102,53514,,3,3,
43102,6257,,,1,
43102,55942,,2,2,
43102,2075,,9,4,
43102,5543,,4,3,
43102,6403,,15,5,
43102,3842,,7,5,
43102,22973,,16,3,
43102,1718,,7,,
43102,51700,,9,,
43102,6369,,3,,
43102,51226,,5,,
43102,51226,,5,,
43102,53242,,6,4,
43102,5868,,6,5,
43102,52494,,12,5,
43102,57598,,7,3,
43102,16435,,6,2,
43102,51024,,6,4,
43102,3817,,6,2,
43102,57973,,19,10,
43102,51740,,6,5,
43102,2718,,5,4,
43102,1968,,16,6,
43102,55360,,8,4,
43102,16408,,6,2,
43102,52889,,4,1,
43102,6408,,6,3,
43102,52410,,8,3,
43102,52438,,20,2,
43102,52982,,18,6,
43102,25549,,36,,
43102,52510,,12,6,
43102,12101,,14,3,
43102,56778,,10,4,
43102,52082,,2,1,
43102,51755,,5,1,
43102,54341,,4,4,
43102,6376,,12,4,
43102,13535,,15,5,
43102,6248,,7,3,
43102,56381,,6,4,
43102,6292,,6,4,
43102,1743,,5,3,
43102,2700,,3,,
43102,2654,,10,4,
43102,22963,,9,4,
43102,55973,,5,5,
43102,13825,,2,1,
43102,13792,,11,3,
43102,2656,,7,2,
43102,1658,,12,,
43102,13823,,15,,
43102,1693,,4,2,
43102,22983,,4,2,
43102,15523,,7,3,
43102,6370,,5,3,
43102,52652,,8,3,
43102,51733,,15,6,
43102,2716,,2,1,
43102,13810,,4,2,
43102,3762,,,,
43102,3853,,7,4,
43102,55602,,4,2,
43102,2996,,7,4,
43102,6337,,8,6,
43102,6334,,15,5,
43102,54498,,10,,
43102,2690,,6,2,
43102,1727,,8,4,
43102,25542,,11,2,
43102,13820,,30,6,
43102,13840,,12,3,
43102,25554,,24,8,
43102,3851,,6,5,
43102,2702,,11,7,
43102,11749,,10,7,
43102,22967,,8,4,
43102,22975,,15,4,
43102,5805,,3,2,
43102,3487,,4,3,
43102,3831,,13,4,
43102,2990,,6,3,
43102,25565,,12,2,
43102,5536,,12,14,
43102,5588,,15,,
43102,12693,,8,3,
43102,1971,,11,3,
43102,54252,,21,2,
43102,13527,,11,7,
43102,2662,,8,2,
43102,5591,,4,2,
43102,2062,,5,3,
43102,12072,,2,2,
43102,22984,,3,2,
43102,2142,,6,6,
43102,6359,,2,1,
43102,25575,,10,4,
43102,2143,,15,5,
43102,11719,,10,2,
43102,52431,,4,3,
43102,5548,,6,6,
43102,3793,,8,3,
43102,2024,,5,2,
43102,22966,,7,3,
43102,1762,,3,2,
43102,53958,,5,2,
43102,2945,,3,1,
43102,2023,,7,4,
43102,12107,,9,5,
43102,57595,,6,4,
43102,2094,,16,8,
43102,6366,,6,3,
43102,25571,,12,6,
43102,51704,,10,2,
43102,2113,,3,,
43102,11973,,7,2,
43102,56938,,12,4,
43102,6224,,5,2,
43102,2097,,2,,
43102,3887,,11,3,
43102,22979,,17,8,
43102,1688,,5,2,
43102,53903,,10,2,
43102,13857,,6,4,
43102,22968,,12,,
43102,2994,,7,,
43102,57605,,5,,
43102,2109,,15,5,
43102,2074,,10,,
43102,6249,,20,7,
43102,25548,,5,4,
43102,11727,,10,2,
43102,15501,,10,5,
43102,6304,,22,7,
43102,6304,,5,2,
43102,56057,,8,8,
43102,5586,,1,,
43102,25515,,30,3,
43102,11971,,6,2,
43102,13755,,8,2,
43103,1676,3,6,,
43103,58312,,2,1,
43103,5530,6,8,,
43103,54479,,4,,
43103,51568,11,7,18,
43103,54593,5,,,
43103,6270,2,,,
43103,13859,2,,,
43103,58414,4,20,4,
43103,56835,,32,5,
43103,55422,3,15,,
43103,6357,2,,,
43103,6204,2,3,,
43103,3896,6,,,
43103,52444,4,,,
43103,56011,4,,,
43103,3825,3,,,
43103,55557,4,12,7,
43103,53306,4,,,
43103,3893,3,2,,
43103,51725,4,,,
43103,57606,3,10,3,
43103,2021,5,15,4,
43103,59213,2,8,4,
43103,16447,3,18,5,
43103,6466,2,,,
43103,53221,4,10,8,
43103,12073,2,,,
43103,1690,2,,,
43103,6264,2,3,2,
43103,2692,,6,2,
43103,56388,4,,,
43103,2667,2,5,3,
43103,5535,,8,4,
43103,25556,,8,,
43103,2138,2,,,
43103,25510,2,8,5,
43103,6447,2,,,
43103,1678,10,13,3,
43103,3777,2,7,1,
43103,2686,3,,,
43103,12060,3,,,
43103,11766,4,14,2,
43103,52474,8,28,,
43103,57601,3,11,3,
43103,13501,,,6,
43103,5529,4,7,9,
43103,6203,2,3,2,
43103,25501,6,30,,
43103,2052,6,20,8,
43103,11745,7,20,10,
43103,54380,,15,,
43103,12112,,30,6,
43103,22960,3,20,2,
43103,16445,2,8,2,
43103,6303,3,5,2,
43103,6437,4,,,
43103,57842,4,3,,
43103,5579,5,,,
43103,57208,5,15,8,
43103,52420,2,7,3,
43103,57835,5,20,6,
43103,3894,,3,,
43103,53490,,5,,
43103,57007,5,23,2,
43103,53514,2,4,2,
43103,51516,3,12,4,
43103,59058,3,,,
43103,16444,8,16,7,
43103,6428,4,10,5,
43103,5868,4,,,
43103,3835,,4,2,
43103,1694,2,3,1,
43103,16435,3,7,4,
43103,51024,,5,2,
43103,5514,5,21,10,
43103,3817,4,,,
43103,2718,4,,,
43103,1968,5,3,2,
43103,6408,3,7,3,
43103,52889,2,3,,
43103,54484,,20,,
43103,51743,4,6,8,
43103,12101,4,,,
43103,52510,3,,,
43103,56778,4,,,
43103,52082,,2,,
43103,51755,,5,1,
43103,54341,3,,,
43103,1784,1,8,,
43103,1743,2,,,
43103,22963,4,,,
43103,55973,2,5,,
43103,13792,,2,,
43103,2656,3,7,,
43103,56581,2,8,2,
43103,2970,,6,3,
43103,13823,2,21,2,
43103,1693,2,2,2,
43103,2939,,17,3,
43103,13856,,2,1,
43103,13810,1,2,1,
43103,3762,8,14,6,
43103,55602,2,,,
43103,3853,4,2,,
43103,15548,5,,,
43103,6411,2,4,4,
43103,55642,3,4,2,
43103,54498,,10,1,
43103,13840,5,12,,
43103,13820,10,20,6,
43103,25554,8,20,8,
43103,56193,2,10,3,
43103,2702,8,,,
43103,13862,5,,,
43103,5805,7,,,
43103,11728,2,8,2,
43103,2990,4,,,
43103,2961,2,4,2,
43103,12939,2,2,,
43103,2662,3,,,
43103,5591,,4,3,
43103,1970,5,4,4,
43103,11719,5,16,3,
43103,58000,,2,1,
43103,11973,3,,,
43103,11746,2,,,
43103,56248,1,2,2,
43103,6224,5,17,3,
43103,6244,3,9,3,
43103,3887,4,10,,
43103,6358,4,10,,
43103,56425,3,,,
43103,12697,,5,3,
43103,1688,2,6,2,
43103,53903,2,6,1,
43103,2994,5,10,5,
43103,57605,1,4,,
43103,2074,8,15,,
43103,12942,4,4,,
43103,25548,3,,,
43103,11667,,8,2,
43103,3895,4,10,4,
43103,15501,4,,,
43103,6304,,36,,
43103,57962,,10,5,
43103,56808,2,,,
43103,16448,2,5,,
43103,2704,3,7,2,
43103,13755,1,11,1,
43103,6255,5,15,5,
43104,13846,2,6,3,
43104,1676,,10,,
43104,5530,3,14,5,
43104,11734,2,4,2,
43104,52399,2,6,4,
43104,12108,5,,,
43104,52863,3,6,4,
43104,11726,4,15,5,
43104,53667,,16,8,
43104,55702,10,,,
43104,13859,,2,4,
43104,55567,,3,,
43104,53216,5,5,4,
43104,11958,2,6,4,
43104,16462,5,,,
43104,55422,,10,,
43104,53730,3,15,6,
43104,13495,,5,3,
43104,6204,,3,2,
43104,6357,,5,,
43104,1707,4,12,4,
43104,3816,,20,,
43104,3893,,3,3,
43104,11703,6,,,
43104,55420,2,25,3,
43104,6259,5,,,
43104,2989,1,3,2,
43104,12105,,4,1,
43104,11674,3,5,2,
43104,12103,3,13,6,
43104,2098,2,9,3,
43104,12114,3,5,,
43104,6264,,2,1,
43104,25555,,,2,
43104,1787,3,,4,
43104,11723,1,4,,
43104,12052,2,6,2,
43104,2138,,2,1,
43104,6447,,5,3,
43104,1678,,12,,
43104,2053,,4,,
43104,2111,6,10,3,
43104,6353,10,,,
43104,13501,,5,,
43104,13833,3,8,2,
43104,1717,2,7,3,
43104,6437,,10,5,
43104,3465,,17,5,
43104,2974,2,6,2,
43104,25534,4,16,7,
43104,6416,4,,,
43104,3894,3,,,
43104,6231,4,8,4,
43104,53514,2,4,2,
43104,11713,4,8,5,
43104,5543,3,6,3,
43104,6403,8,,,
43104,51700,,7,1,
43104,1718,,8,,
43104,57598,,8,5,
43104,3817,,20,4,
43104,57973,8,,,
43104,2060,,6,2,
43104,53493,,3,2,
43104,6405,,4,2,
43104,52510,,14,7,
43104,12101,,23,3,
43104,55924,4,5,3,
43104,52082,,2,,
43104,54341,,8,4,
43104,3838,3,15,3,
43104,13535,,6,3,
43104,6248,1,9,4,
43104,13792,2,,,
43104,2656,,8,,
43104,6381,3,7,,
43104,13823,,16,,
43104,22983,2,6,2,
43104,15523,2,10,3,
43104,2716,,3,1,
43104,22956,2,10,2,
43104,12113,4,24,6,
43104,2996,3,8,4,
43104,6337,4,10,6,
43104,15548,,14,8,
43104,2690,6,6,4,
43104,13820,6,20,10,
43104,56976,3,,,
43104,3851,6,,,
43104,13534,,8,7,
43104,1772,5,13,4,
43104,3487,,7,,
43104,2990,,9,,
43104,5536,7,,,
43104,25565,5,14,,
43104,11742,5,,,
43104,55949,7,5,4,
43104,2662,,8,2,
43104,5591,,3,2,
43104,2062,,3,2,
43104,6253,2,7,4,
43104,52431,2,5,,
43104,5548,2,,5,
43104,2024,1,5,2,
43104,22966,2,8,2,
43104,53958,2,3,1,
43104,2945,2,4,1,
43104,12107,4,10,4,
43104,57595,4,,2,
43104,6366,2,4,,
43104,51704,2,10,2,
43104,2113,1,5,,
43104,11973,,10,3,
43104,5505,3,9,6,
43104,22979,5,14,6,
43104,1688,,5,,
43104,6373,5,25,6,
43104,2109,,8,,
43104,22980,2,3,1,
43104,56756,,8,,
43104,6249,5,5,,
43104,56057,8,8,8,
43104,25515,3,30,3,
43104,16448,,4,2,
43104,56808,,3,2,
43104,11971,3,,,
43105,53171,,4,2,
43105,11725,3,10,5,
43105,13846,,6,3,
43105,1676,2,20,10,
43105,5530,3,9,,
43105,11734,,4,,
43105,1955,,5,2,
43105,12108,,16,9,
43105,53924,3,,,
43105,54479,3,8,3,
43105,1964,2,4,2,
43105,51568,,36,,
43105,13461,,13,4,
43105,6351,2,8,3,
43105,54593,3,20,5,
43105,6270,1,9,5,
43105,13859,,6,3,
43105,58414,4,16,8,
43105,3496,,26,8,
43105,56835,5,25,7,
43105,22985,4,10,3,
43105,16462,,13,4,
43105,11975,2,5,2,
43105,55422,2,12,,
43105,6204,2,3,2,
43105,6357,1,,2,
43105,3896,2,6,2,
43105,52444,,,4,
43105,3816,3,15,3,
43105,55557,,6,5,
43105,53306,,6,2,
43105,12115,2,4,,
43105,3893,,5,2,
43105,51725,,16,6,
43105,3550,,14,,
43105,2036,,6,2,
43105,2021,2,9,3,
43105,1736,2,3,4,
43105,59213,2,6,,
43105,13814,2,4,4,
43105,6259,2,10,5,
43105,22982,2,8,4,
43105,12105,,5,2,
43105,6466,1,3,2,
43105,53221,,8,4,
43105,12073,,2,3,
43105,1690,,4,2,
43105,6264,,3,2,
43105,2946,3,9,6,
43105,2692,4,5,2,
43105,56388,,6,2,
43105,25555,,7,,
43105,5589,,6,,
43105,57273,3,10,5,
43105,1787,,3,,
43105,11731,2,15,2,
43105,2667,1,10,5,
43105,5535,2,8,5,
43105,25556,1,5,2,
43105,2138,1,5,1,
43105,25510,,4,4,
43105,1678,2,18,6,
43105,2053,,7,3,
43105,6377,2,10,4,
43105,3777,1,9,1,
43105,2686,,7,4,
43105,6353,,28,4,
43105,12060,,2,3,
43105,2672,,3,1,
43105,16454,2,7,2,
43105,11766,,10,8,
43105,52474,,36,,
43105,52474,8,3,25,
43105,57601,3,9,,
43105,13501,,12,3,
43105,53206,2,4,2,
43105,13850,1,13,1,
43105,6203,,2,2,
43105,56554,8,12,2,
43105,25501,,36,,
43105,25501,6,,8,
43105,54380,,10,,
43105,2052,,15,,
43105,6363,10,14,8,
43105,12117,3,12,3,
43105,22960,,15,4,
43105,16445,,5,,
43105,6303,,6,2,
43105,3785,1,7,7,
43105,13822,2,6,2,
43105,57208,1,8,5,
43105,52420,3,6,3,
43105,6416,,4,4,
43105,57835,4,14,6,
43105,13855,5,14,8,
43105,53490,,10,,
43105,57007,5,20,,
43105,53514,2,3,2,
43105,6257,,,1,
43105,55942,,3,2,
43105,6403,2,7,3,
43105,3783,2,6,3,
43105,22973,2,16,,
43105,6428,2,9,4,
43105,1718,,12,,
43105,51226,,5,2,
43105,2030,,6,,
43105,3835,,6,2,
43105,52494,,8,4,
43105,53242,,6,4,
43105,5868,,7,,
43105,1694,,4,3,
43105,51024,2,7,5,
43105,3817,2,5,3,
43105,51740,3,8,3,
43105,2718,2,8,2,
43105,1968,2,16,5,
43105,11951,3,5,4,
43105,55360,4,10,3,
43105,5518,,2,1,
43105,15553,,2,,
43105,52410,2,7,3,
43105,52982,3,12,6,
43105,52438,2,,2,
43105,52510,,7,4,
43105,22981,,6,3,
43105,56778,2,10,3,
43105,52082,1,,1,
43105,51755,,5,1,
43105,6376,4,15,5,
43105,56381,,7,3,
43105,6292,,4,4,
43105,1743,,4,2,
43105,2700,2,2,1,
43105,22963,,10,4,
43105,55973,2,10,8,
43105,3826,,5,,
43105,13792,,5,2,
43105,2656,,15,2,
43105,1658,4,18,7,
43105,2970,2,4,2,
43105,13823,,25,,
43105,52871,,2,4,
43105,1693,,6,3,
43105,13548,,12,8,
43105,52652,,16,,
43105,13856,1,2,1,
43105,13810,,5,2,
43105,3853,,3,4,
43105,6337,2,16,8,
43105,55642,2,5,2,
43105,56350,2,10,,
43105,6334,6,5,3,
43105,54498,2,10,2,
43105,2722,4,6,3,
43105,2675,2,6,5,
43105,1727,2,8,4,
43105,25542,2,10,2,
43105,13840,,10,5,
43105,13820,,30,6,
43105,6290,3,10,5,
43105,2705,5,16,7,
43105,56193,,3,1,
43105,2702,2,15,8,
43105,13862,,18,7,
43105,11749,4,10,6,
43105,22975,2,14,2,
43105,5805,,5,3,
43105,3487,,2,2,
43105,3831,3,12,4,
43105,11728,2,8,,
43105,25565,4,10,,
43105,5588,5,7,,
43105,12693,2,2,2,
43105,2961,2,5,2,
43105,12939,,3,,
43105,13527,,12,5,
43105,57411,2,12,,
43105,5591,2,3,1,
43105,2062,,3,2,
43105,12072,,5,2,
43105,22984,,3,2,
43105,2142,,,2,
43105,6359,2,3,1,
43105,25575,,7,4,
43105,2143,5,15,,
43105,11719,3,21,2,
43105,3793,2,3,2,
43105,2024,,7,2,
43105,1762,2,6,2,
43105,12694,4,19,2,
43105,2945,,6,1,
43105,53958,,4,,
43105,58000,1,1,1,
43105,2023,2,5,3,
43105,12107,,5,4,
43105,57595,,8,2,
43105,57056,2,7,4,
43105,2094,3,14,6,
43105,2965,1,8,4,
43105,25571,3,12,6,
43105,51704,1,9,1,
43105,56248,,2,1,
43105,56938,4,10,5,
43105,6210,4,14,7,
43105,6244,,11,4,
43105,56633,,10,3,
43105,6358,2,21,4,
43105,56425,1,8,3,
43105,1688,,7,4,
43105,53903,2,6,2,
43105,13857,2,9,3,
43105,12695,3,12,3,
43105,22968,3,12,2,
43105,2994,5,12,9,
43105,57605,,6,,
43105,2109,4,10,6,
43105,2074,,23,14,
43105,12942,,6,2,
43105,25548,,4,6,
43105,3895,,10,,
43105,11727,3,19,,
43105,15501,2,12,,
43105,6304,,29,7,
43105,57962,3,9,4,
43105,5586,,2,2,
43105,56808,,3,2,
43105,16448,,4,2,
43105,2704,,9,4,
43105,6297,1,5,3,
43105,13755,,7,3,
43105,6219,2,4,2,
43105,3847,1,5,3,
43108,53171,1,4,,
43108,1756,3,6,3,
43108,13846,2,10,5,
43108,1676,,10,3,
43108,5530,,13,10,
43108,11734,,6,2,
43108,52399,,6,4,
43108,54479,1,7,1,
43108,51568,6,26,5,
43108,53667,,14,10,
43108,55702,2,18,5,
43108,13859,,8,2,
43108,55567,1,2,1,
43108,53216,,8,4,
43108,55422,3,15,3,
43108,53730,3,25,8,
43108,13495,,3,1,
43108,6357,,5,,
43108,6204,,5,2,
43108,3896,,9,4,
43108,52444,4,28,4,
43108,56011,7,22,10,
43108,3825,2,15,8,
43108,12115,,4,2,
43108,3893,,3,2,
43108,2036,,7,3,
43108,1736,1,6,4,
43108,11964,,5,4,
43108,11703,,10,10,
43108,55420,2,20,,
43108,11709,,4,3,
43108,16447,4,19,7,
43108,2989,,4,2,
43108,55817,2,,,
43108,12105,,4,1,
43108,1690,,7,2,
43108,12103,,9,4,
43108,2098,2,10,4,
43108,12114,,9,7,
43108,6264,,3,2,
43108,2692,,4,3,
43108,56388,,6,2,
43108,25555,,19,3,
43108,5589,2,7,2,
43108,13763,,4,2,
43108,2667,,5,2,
43108,25556,1,17,2,
43108,11723,,2,1,
43108,12052,,6,4,
43108,2138,1,5,,
43108,6447,,5,2,
43108,1678,3,16,3,
43108,2053,2,5,1,
43108,2686,2,6,3,
43108,2672,,2,2,
43108,52474,3,30,3,
43108,57601,2,10,3,
43108,1717,3,5,3,
43108,25501,6,,8,
43108,25501,,36,,
43108,6446,7,15,15,
43108,2052,,14,6,
43108,11745,4,25,8,
43108,2141,,10,4,
43108,22960,2,14,2,
43108,16445,,8,,
43108,6437,1,7,2,
43108,57842,2,10,2,
43108,5579,4,25,8,
43108,3465,,11,4,
43108,2974,,5,2,
43108,25534,2,12,4,
43108,6338,1,3,4,
43108,3894,,12,6,
43108,53490,5,15,5,
43108,6231,2,12,5,
43108,53514,,3,3,
43108,2075,3,16,7,
43108,5543,,5,2,
43108,3842,3,8,4,
43108,1718,,14,8,
43108,51700,,6,2,
43108,2030,,4,,
43108,52494,,8,2,
43108,1694,1,5,5,
43108,16435,3,3,3,
43108,51024,,6,3,
43108,5514,5,22,9,
43108,3817,,10,2,
43108,2718,1,5,4,
43108,1968,,16,7,
43108,2060,4,6,3,
43108,6408,1,,2,
43108,5518,,2,1,
43108,52510,2,9,4,
43108,12101,2,15,3,
43108,52082,,2,1,
43108,51755,,5,1,
43108,3838,2,15,3,
43108,13535,,7,3,
43108,6248,1,8,1,
43108,56381,2,8,4,
43108,6292,2,8,4,
43108,1743,2,4,2,
43108,55973,,10,5,
43108,13825,1,2,1,
43108,13792,,11,3,
43108,2656,2,10,,
43108,1658,2,15,12,
43108,56581,,8,5,
43108,2999,3,12,8,
43108,13823,,15,,
43108,1693,,2,2,
43108,22983,,7,2,
43108,15523,,7,3,
43108,2939,5,27,5,
43108,52652,,8,3,
43108,2716,,2,1,
43108,13856,,4,3,
43108,13810,,4,3,
43108,3762,4,28,5,
43108,2996,2,11,4,
43108,6337,,6,5,
43108,15548,,8,5,
43108,54498,,12,2,
43108,13820,,32,4,
43108,13840,,10,,
43108,25554,4,25,7,
43108,5805,4,5,,
43108,3487,,5,,
43108,3831,2,9,3,
43108,11728,,12,4,
43108,2990,2,9,,
43108,25565,,20,,
43108,5536,7,9,13,
43108,5588,4,14,4,
43108,1971,3,8,4,
43108,54252,2,21,4,
43108,13527,,10,5,
43108,2662,,,1,
43108,2662,,8,2,
43108,5591,1,3,2,
43108,2062,,5,3,
43108,6253,1,6,5,
43108,12072,,3,2,
43108,22984,,3,2,
43108,1970,,8,5,
43108,2142,,5,5,
43108,25575,,12,4,
43108,2143,,3,3,
43108,11719,2,20,2,
43108,52431,,6,3,
43108,5548,,8,5,
43108,3793,2,11,2,
43108,2024,2,4,2,
43108,22966,,8,2,
43108,1762,,5,3,
43108,53958,,4,2,
43108,58000,,2,1,
43108,2023,,7,3,
43108,12107,4,11,6,
43108,2094,2,16,7,
43108,6366,2,8,3,
43108,1671,,9,9,
43108,51704,2,10,2,
43108,2113,2,7,2,
43108,11973,,8,3,
43108,25517,2,8,5,
43108,5505,,9,3,
43108,6224,3,10,2,
43108,2097,2,11,7,
43108,3887,,10,3,
43108,22979,3,17,7,
43108,1688,,4,2,
43108,53903,1,5,2,
43108,2994,,13,,
43108,22959,,12,3,
43108,57605,1,7,1,
43108,2109,5,11,,
43108,2074,3,10,,
43108,6249,,20,8,
43108,25548,,4,3,
43108,11748,,3,2,
43108,6304,7,29,,
43108,5586,,1,1,
43108,25515,4,30,2,
43108,11971,,9,2,
43108,13755,,9,2,
43109,5530,,16,6,
43109,12108,2,9,6,
43109,6423,,20,,
43109,22971,6,27,3,
43109,6351,1,7,2,
43109,55567,,3,,
43109,58414,2,10,4,
43109,22985,,8,5,
43109,16462,5,20,3,
43109,55422,,10,,
43109,6204,2,,,
43109,6357,,3,2,
43109,3816,4,30,,
43109,55557,3,10,7,
43109,53306,1,8,2,
43109,51725,2,15,8,
43109,3550,,6,6,
43109,12082,4,21,7,
43109,57606,3,13,6,
43109,11964,2,,,
43109,6259,3,16,9,
43109,12105,,3,1,
43109,6466,1,2,2,
43109,53221,3,7,8,
43109,12073,,3,2,
43109,6264,1,2,2,
43109,2946,2,8,5,
43109,56388,2,5,1,
43109,57273,,12,6,
43109,1787,,5,,
43109,1678,,8,,
43109,2053,,5,1,
43109,2111,2,13,6,
43109,3777,2,15,2,
43109,12060,,3,2,
43109,3543,,10,,
43109,16454,,5,1,
43109,57601,,8,3,
43109,13833,3,10,2,
43109,6203,2,4,,
43109,1717,,6,,
43109,25501,,36,,
43109,54380,7,20,7,
43109,12117,3,8,4,
43109,6416,2,9,7,
43109,57835,3,18,4,
43109,13855,2,16,7,
43109,57007,,22,3,
43109,53514,2,3,3,
43109,55942,2,2,2,
43109,6403,2,15,4,
43109,16444,,18,6,
43109,6428,2,8,5,
43109,6369,,12,,
43109,5868,2,5,,
43109,53242,,8,6,
43109,3835,,6,2,
43109,57598,,9,4,
43109,16435,,4,2,
43109,51024,2,3,,
43109,51740,1,10,6,
43109,53493,,4,,
43109,54385,,4,2,
43109,52889,,7,,
43109,6408,,6,4,
43109,15553,,2,,
43109,52410,1,7,2,
43109,52438,2,20,2,
43109,52982,2,18,7,
43109,25549,,36,,
43109,52082,,2,,
43109,51755,,5,1,
43109,6376,3,15,4,
43109,1784,,4,4,
43109,2654,2,12,4,
43109,22963,3,10,4,
43109,55973,,4,3,
43109,2656,,8,2,
43109,6381,,8,2,
43109,2970,,6,,
43109,13823,,16,,
43109,1693,1,3,,
43109,13810,1,,1,
43109,12113,3,16,5,
43109,6411,,3,3,
43109,55642,,4,2,
43109,6334,,10,5,
43109,54498,2,5,,
43109,1727,,9,4,
43109,25542,,8,2,
43109,13820,6,25,5,
43109,59894,10,,,
43109,2705,2,13,5,
43109,22967,1,7,5,
43109,22975,4,11,3,
43109,12693,,5,2,
43109,1971,,12,,
43109,12939,,3,2,
43109,2961,1,7,1,
43109,2662,,5,,
43109,5591,,3,2,
43109,2143,,8,3,
43109,2945,,4,2,
43109,57595,,7,3,
43109,25571,,13,6,
43109,3887,3,11,,
43109,56633,1,13,3,
43109,1688,2,2,2,
43109,13857,2,6,3,
43109,22968,2,13,4,
43109,57605,,6,,
43109,2074,,18,,
43109,6249,5,25,,
43109,11727,2,15,,
43109,15501,2,8,5,
43109,57962,2,13,7,
43109,16448,,7,,
43109,56808,,3,,
43109,2704,,7,3,
43109,11971,3,,,
43109,13755,,9,2,
43109,6219,2,6,,
43109,6255,,10,2,
43110,11725,3,15,8,
43110,13846,,6,2,
43110,5530,,9,,
43110,11734,,8,,
43110,1955,,7,2,
43110,52863,2,7,4,
43110,51568,,36,,
43110,54593,,15,,
43110,13859,2,8,,
43110,58414,3,18,4,
43110,56835,,36,,
43110,55422,,15,,
43110,6204,,4,2,
43110,3893,,2,,
43110,2036,,8,,
43110,2021,3,15,6,
43110,55420,2,22,2,
43110,59213,3,7,5,
43110,2698,2,11,2,
43110,12105,,3,1,
43110,11674,,7,4,
43110,1690,2,6,,
43110,12103,,9,4,
43110,12114,3,,,
43110,56388,,6,2,
43110,5589,,,3,
43110,2667,2,6,4,
43110,5535,,9,5,
43110,12052,,5,2,
43110,2138,,5,1,
43110,1678,,10,,
43110,6377,2,6,4,
43110,16454,,4,,
43110,11766,,18,6,
43110,57601,3,,,
43110,2102,3,22,8,
43110,22960,,18,3,
43110,16445,,13,,
43110,6303,2,6,2,
43110,6437,2,10,5,
43110,57208,5,20,10,
43110,55905,2,13,6,
43110,52420,2,7,3,
43110,25534,,10,3,
43110,53490,,13,,
43110,53514,,3,3,
43110,59058,,7,4,
43110,22973,,14,4,
43110,51700,,4,,
43110,52494,,14,4,
43110,51024,,5,2,
43110,3817,,12,,
43110,1968,3,3,2,
43110,11951,,6,3,
43110,2060,,4,,
43110,15553,,1,1,
43110,51743,,6,8,
43110,22974,2,11,1,
43110,52510,,7,6,
43110,56778,4,10,3,
43110,55924,,6,3,
43110,52082,,2,,
43110,51755,,5,1,
43110,6248,,5,1,
43110,2700,,5,1,
43110,13823,,25,,
43110,1693,,2,2,
43110,13548,,22,8,
43110,6370,,6,4,
43110,51733,4,15,6,
43110,2716,,2,1,
43110,13810,,3,2,
43110,3853,,5,3,
43110,56350,2,18,,
43110,6334,,15,,
43110,54498,,6,,
43110,2690,,9,3,
43110,6290,2,11,3,
43110,56193,1,5,1,
43110,2702,6,18,9,
43110,11749,2,14,8,
43110,13534,,10,6,
43110,3831,,8,2,
43110,25565,3,10,,
43110,2961,2,8,,
43110,5591,1,3,2,
43110,2062,,4,3,
43110,11719,2,20,2,
43110,2024,,5,2,
43110,58000,,2,1,
43110,12107,,10,5,
43110,57056,2,8,4,
43110,51704,,12,2,
43110,2113,,6,,
43110,11973,2,7,3,
43110,56248,,2,1,
43110,6224,2,10,,
43110,6244,2,8,2,
43110,2097,,8,,
43110,59056,2,3,,
43110,12697,,4,2,
43110,53903,,8,2,
43110,12695,,12,3,
43110,6373,2,27,7,
43110,57605,,7,,
43110,2109,,16,,
43110,12942,,14,4,
