Data,Cod. PV,GBLU,GAS,BSP,
42789,51516,,14,4,
42789,3842,2,11,7,
42789,16444,2,15,5,
42789,1718,,10,4,
42789,6369,,21,2,
42789,1694,1,5,3,
42789,3817,,10,,
42789,53493,,6,2,
42789,16408,,5,1,
42789,6405,,5,,
42789,54385,,5,2,
42789,52410,,7,3,
42789,51755,,5,1,
42789,54341,,2,,
42789,6376,,23,7,
42789,3838,1,14,2,
42789,6248,,6,3,
42789,1784,,6,2,
42789,13792,,3,,
42789,1658,,8,,
42789,2999,3,10,6,
42789,13823,,23,2,
42789,1693,,3,2,
42789,22983,2,8,2,
42789,22956,,8,2,
42789,13856,1,3,2,
42789,13810,,2,,
42789,3762,4,24,8,
42789,2996,2,12,5,
42789,6334,,15,5,
42789,54498,,10,,
42789,13820,,33,3,
42789,2990,2,10,2,
42789,1971,,9,2,
42789,13527,,14,7,
42789,22984,,3,2,
42789,2142,2,5,5,
42789,25575,,10,2,
42789,52431,,7,2,
42789,5548,,7,7,
42789,2024,2,5,,
42789,22966,,7,1,
42789,2945,,3,1,
42789,58000,,2,,
42789,11750,,12,5,
42789,57595,,3,,
42789,11762,,8,,
42789,11761,,11,2,
42789,2094,3,14,3,
42789,2965,2,8,2,
42789,6366,,8,2,
42789,51704,,6,,
42789,25517,,4,3,
42789,5505,,15,6,
42789,6244,,6,3,
42789,3887,3,11,,
42789,6358,1,10,1,
42789,22979,2,21,11,
42789,53903,,4,,
42789,12695,,12,3,
42789,2994,3,15,6,
42789,22963,,4,2,
42789,6373,2,28,6,
42789,22959,,13,5,
42789,2074,,23,,
42789,56756,,9,4,
42789,6249,,16,,
42789,25548,,16,9,
42789,11667,,5,,
42789,6337,,5,3,
42789,11748,,2,1,
42789,56057,,12,12,
42789,25515,2,30,4,
42789,11971,2,8,3,
42789,13755,,7,,
42790,53171,,2,1,
42790,5543,,2,2,
42790,11725,,15,,
42790,13846,1,7,4,
42790,1676,,10,2,
42790,58312,,3,2,
42790,5530,,11,6,
42790,11734,1,7,1,
42790,1955,,8,2,
42790,12108,,14,11,
42790,54479,,3,,
42790,54484,,6,1,
42790,51568,,36,,
42790,11726,,16,2,
42790,53667,,20,10,
42790,12101,,10,4,
42790,54593,3,20,5,
42790,58414,3,20,6,
42790,22985,,7,4,
42790,16462,2,20,3,
42790,11975,,5,,
42790,15553,,5,,
42790,55422,,20,2,
42790,1707,2,12,4,
42790,6357,,3,1,
42790,3896,2,9,4,
42790,12103,,9,4,
42790,52444,,14,,
42790,55557,2,12,8,
42790,1688,,5,4,
42790,53306,1,15,2,
42790,12115,,6,1,
42790,3893,,7,3,
42790,51725,2,16,9,
42790,1736,,4,3,
42790,55420,2,19,2,
42790,59213,,11,4,
42790,13814,,2,2,
42790,16447,,18,8,
42790,55817,1,7,5,
42790,22982,1,9,4,
42790,12105,,6,2,
42790,6466,1,5,2,
42790,12073,,3,3,
42790,1690,,5,2,
42790,6264,,5,3,
42790,2946,,9,7,
42790,56388,2,3,2,
42790,57273,2,12,4,
42790,11731,,10,1,
42790,25556,,11,2,
42790,2138,,6,1,
42790,25510,2,8,6,
42790,6447,1,4,4,
42790,1678,2,20,,
42790,2053,,3,1,
42790,2111,2,13,6,
42790,6377,1,5,2,
42790,2672,,3,1,
42790,2070,,7,3,
42790,11766,,14,6,
42790,52474,2,30,4,
42790,57601,,6,,
42790,13833,,6,2,
42790,6203,,6,3,
42790,25501,6,30,,
42790,2052,,18,2,
42790,6363,7,21,7,
42790,12117,,15,5,
42790,2141,,10,4,
42790,16445,,8,,
42790,6437,2,8,3,
42790,5529,,5,2,
42790,57842,2,9,2,
42790,5579,5,22,10,
42790,57208,2,12,10,
42790,52420,2,6,4,
42790,25534,,11,3,
42790,6416,2,11,7,
42790,53490,,13,2,
42790,3809,,2,,
42790,53514,2,7,5,
42790,6257,,1,1,
42790,55942,,3,2,
42790,2075,,6,3,
42790,6403,2,16,5,
42790,22932,,36,,
42790,59058,,4,3,
42790,6428,2,13,7,
42790,51700,,2,,
42790,1718,,12,,
42790,1671,,12,4,
42790,52494,,6,,
42790,5868,,6,,
42790,53242,,9,3,
42790,51226,,4,2,
42790,2030,,3,,
42790,3835,,8,3,
42790,57598,2,9,5,
42790,51024,3,10,8,
42790,3817,2,10,2,
42790,51740,1,11,8,
42790,1968,2,21,7,
42790,2060,,4,,
42790,5518,1,1,1,
42790,52410,1,8,3,
42790,52438,1,12,2,
42790,52982,2,21,7,
42790,22974,,13,2,
42790,56778,3,15,4,
42790,51755,,6,,
42790,54341,,6,3,
42790,2963,2,9,6,
42790,2700,,6,1,
42790,55973,,10,6,
42790,13825,,3,2,
42790,13792,,4,,
42790,6381,,8,2,
42790,1658,2,16,9,
42790,56581,,9,4,
42790,2970,,6,3,
42790,13823,,25,,
42790,15523,,11,3,
42790,2939,,36,,
42790,51733,3,15,,
42790,13856,,2,2,
42790,12113,2,20,7,
42790,15548,2,10,4,
42790,55642,2,5,2,
42790,56350,2,16,2,
42790,25542,,8,3,
42790,13820,3,33,,
42790,1735,,2,2,
42790,3851,1,9,6,
42790,6290,2,13,8,
42790,13862,3,24,10,
42790,11749,1,14,9,
42790,22967,,8,4,
42790,22975,,15,3,
42790,5805,2,9,5,
42790,1772,2,16,4,
42790,3831,,14,4,
42790,11728,2,6,2,
42790,5536,2,5,5,
42790,5588,,9,6,
42790,1971,2,8,2,
42790,54252,,12,3,
42790,55949,2,9,6,
42790,57411,,13,2,
42790,2062,,5,2,
42790,12072,,5,3,
42790,1970,,10,3,
42790,6359,1,2,2,
42790,2143,4,9,3,
42790,11719,2,12,3,
42790,3793,,4,1,
42790,2024,,7,2,
42790,1762,,5,5,
42790,2945,,4,2,
42790,11751,,14,2,
42790,58000,,1,2,
42790,12107,,9,2,
42790,57595,,6,4,
42790,11762,,6,,
42790,25571,,20,8,
42790,51704,,14,2,
42790,2113,,6,,
42790,11973,,13,3,
42790,25517,,2,,
42790,56248,,2,2,
42790,56938,3,11,5,
42790,2097,,9,6,
42790,12967,1,6,2,
42790,3887,,12,,
42790,59056,1,5,2,
42790,12698,2,6,2,
42790,12697,,5,2,
42790,53903,1,5,2,
42790,22968,,18,4,
42790,2109,5,15,10,
42790,12942,2,6,2,
42790,6249,,11,,
42790,11727,2,17,2,
42790,6337,,9,5,
42790,15501,,9,2,
42790,6304,,29,7,
42790,6460,,5,2,
42790,57962,2,14,10,
42790,5586,,5,1,
42790,11964,,5,3,
42790,56808,,6,2,
42790,13755,,15,1,
42790,5591,2,10,5,
42790,6219,,9,7,
42790,6255,,10,2,
42791,1676,2,20,10,
42791,5530,,15,,
42791,54479,,3,1,
42791,3895,2,15,6,
42791,52863,2,7,4,
42791,51568,6,18,12,
42791,6423,2,23,,
42791,55702,6,12,7,
42791,6270,2,8,5,
42791,13859,2,9,3,
42791,56011,4,25,10,
42791,3816,2,22,6,
42791,1688,,2,,
42791,6259,2,10,7,
42791,12105,,3,1,
42791,12114,,8,5,
42791,2692,,5,2,
42791,56388,,5,1,
42791,13763,,5,3,
42791,5535,,7,5,
42791,12052,,4,2,
42791,1678,,33,3,
42791,6353,4,30,3,
42791,16454,,7,2,
42791,52474,2,28,6,
42791,57601,,4,2,
42791,6216,,18,5,
42791,11745,,25,12,
42791,54380,,15,,
42791,25501,,28,8,
42791,22960,2,30,4,
42791,6303,2,6,2,
42791,57835,2,16,6,
42791,13855,5,17,12,
42791,57007,,26,3,
42791,6257,,2,1,
42791,2075,,6,6,
42791,22932,,30,6,
42791,22973,,20,2,
42791,1718,,12,6,
42791,1694,,2,2,
42791,16435,2,9,4,
42791,3817,,10,6,
42791,52889,,7,1,
42791,6408,,7,4,
42791,53206,,1,1,
42791,52510,,8,4,
42791,22981,,6,3,
42791,51755,2,1,1,
42791,3838,1,15,2,
42791,6248,,4,3,
42791,56381,,12,4,
42791,1743,,6,3,
42791,13792,,3,2,
42791,1693,1,4,2,
42791,6370,,3,,
42791,52652,,10,3,
42791,13810,,3,2,
42791,3853,2,4,3,
42791,54498,2,10,3,
42791,1727,,8,4,
42791,13840,,15,,
42791,13820,3,30,3,
42791,2702,4,13,8,
42791,6253,1,7,5,
42791,2142,,,2,
42791,25575,,4,2,
42791,11719,,8,,
42791,12107,,9,3,
42791,25517,,5,2,
42791,6210,3,14,8,
42791,6224,4,15,6,
42791,6244,,10,4,
42791,3887,,9,,
42791,13857,2,6,2,
42791,22963,,3,2,
42791,2074,,25,12,
42791,6249,3,20,14,
42791,6337,10,10,8,
42791,6304,7,29,,
42791,25515,,34,2,
42793,53171,,3,1,
42793,5543,,2,2,
42793,13846,2,10,5,
42793,1676,,10,2,
42793,5530,2,15,6,
42793,11734,,8,2,
42793,52399,,7,5,
42793,54479,,7,,
42793,51568,,31,5,
42793,6351,1,7,2,
42793,54593,2,20,3,
42793,58414,2,20,4,
42793,53216,2,10,5,
42793,56835,5,28,3,
42793,11958,,8,3,
42793,55422,2,22,7,
42793,53730,3,27,6,
42793,13495,,2,1,
42793,6357,,3,1,
42793,12103,,11,5,
42793,3896,,10,5,
42793,52444,4,28,4,
42793,3825,2,18,8,
42793,1688,,4,2,
42793,12115,1,6,1,
42793,3893,,3,2,
42793,2036,,18,7,
42793,2698,2,7,2,
42793,2989,,4,2,
42793,12105,,6,2,
42793,53221,3,13,8,
42793,12073,,,2,
42793,2098,,10,4,
42793,12114,,13,4,
42793,6264,,4,3,
42793,56388,,4,2,
42793,25555,2,22,4,
42793,5589,2,10,4,
42793,11723,,4,1,
42793,2138,,6,,
42793,6447,,2,3,
42793,1678,4,18,4,
42793,2053,,4,1,
42793,6377,,5,2,
42793,3543,,10,5,
42793,2672,,3,1,
42793,52474,2,30,4,
42793,57601,,6,2,
42793,13833,,6,,
42793,1717,,8,,
42793,54380,,10,,
42793,25501,6,30,,
42793,2052,,20,,
42793,16448,2,28,6,
42793,16445,,7,,
42793,6437,,9,4,
42793,5529,2,6,6,
42793,57208,,8,,
42793,3465,,15,5,
42793,55905,2,12,7,
42793,25534,2,11,2,
42793,6338,,3,5,
42793,53490,2,12,,
42793,6231,,9,4,
42793,53514,2,5,5,
42793,6257,,3,,
42793,55942,1,3,,
42793,2075,3,13,6,
42793,22932,,30,6,
42793,1718,,12,4,
42793,5868,,7,2,
42793,52494,,9,2,
42793,57598,2,8,4,
42793,51024,,7,6,
42793,5514,3,26,7,
42793,25568,,9,2,
42793,57973,5,24,8,
42793,1968,2,18,5,
42793,11951,,8,2,
42793,55360,,10,5,
42793,2060,,6,2,
42793,5518,,2,,
42793,12939,,,3,
42793,52510,2,5,2,
42793,55924,,10,4,
42793,51755,,6,2,
42793,54341,,2,2,
42793,6248,1,7,2,
42793,1784,,5,3,
42793,56381,2,12,4,
42793,1743,,7,4,
42793,55973,2,10,8,
42793,13825,,2,1,
42793,13792,,12,4,
42793,1658,2,18,9,
42793,13823,2,23,,
42793,22983,,8,2,
42793,15523,3,11,11,
42793,22956,,10,,
42793,13810,,4,3,
42793,2996,2,11,6,
42793,15548,4,24,8,
42793,55642,,5,2,
42793,6334,3,10,5,
42793,54498,,14,,
42793,13820,,30,6,
42793,25554,3,25,8,
42793,13534,,8,6,
42793,3831,1,11,5,
42793,11728,,18,4,
42793,2990,,10,2,
42793,5536,2,10,10,
42793,25565,2,20,2,
42793,5588,,12,7,
42793,1971,2,11,3,
42793,2961,2,4,2,
42793,13527,,13,6,
42793,2062,,4,3,
42793,12072,,4,2,
42793,22984,,2,2,
42793,2142,,6,6,
42793,6359,,3,1,
42793,25575,,12,3,
42793,2143,,8,2,
42793,11719,,12,3,
42793,52431,2,7,3,
42793,5548,2,7,6,
42793,3793,2,19,8,
42793,2024,1,5,2,
42793,22966,,5,1,
42793,1762,,6,3,
42793,2945,,3,1,
42793,11751,,12,4,
42793,11750,,11,4,
42793,12107,2,9,4,
42793,57595,,3,,
42793,57056,,7,4,
42793,2094,,16,7,
42793,6366,2,7,3,
42793,51704,2,10,2,
42793,2113,,6,3,
42793,11973,2,10,2,
42793,25517,2,11,3,
42793,5505,2,15,6,
42793,2097,2,7,5,
42793,12967,,5,2,
42793,6358,,5,1,
42793,22979,2,18,8,
42793,12698,,10,,
42793,53903,1,4,1,
42793,13857,,14,4,
42793,12695,,12,3,
42793,2994,,16,8,
42793,22963,,4,2,
42793,22959,,10,5,
42793,2109,,16,,
42793,12942,,6,2,
42793,6249,,15,7,
42793,25548,,7,5,
42793,11667,,5,2,
42793,6337,2,16,9,
42793,5586,1,2,2,
42793,25515,,14,,
42793,56808,,4,2,
42793,6297,,7,3,
42793,11971,2,6,2,
42793,13755,,8,2,
42794,53171,,3,,
42794,5543,,3,,
42794,11725,4,25,8,
42794,5530,,13,,
42794,11734,1,6,1,
42794,1955,,8,2,
42794,12108,2,9,6,
42794,54479,,4,,
42794,51568,,36,,
42794,12101,,18,4,
42794,13859,,8,2,
42794,55567,,5,1,
42794,22985,2,7,4,
42794,16462,3,20,3,
42794,11975,,5,3,
42794,55422,,15,,
42794,6357,,2,1,
42794,3816,,20,,
42794,55557,2,11,8,
42794,1688,1,3,2,
42794,53306,2,12,4,
42794,3893,2,5,3,
42794,51725,2,17,9,
42794,3550,,9,,
42794,1736,1,9,5,
42794,55420,,21,,
42794,59213,1,9,5,
42794,6259,4,20,13,
42794,16447,3,20,3,
42794,12105,,2,,
42794,6466,1,5,2,
42794,12073,2,3,2,
42794,11674,2,4,2,
42794,1690,2,8,2,
42794,6264,,3,2,
42794,2946,3,5,4,
42794,2692,,4,,
42794,56388,,4,,
42794,57273,,13,5,
42794,1787,,4,1,
42794,11731,,16,2,
42794,12052,,6,4,
42794,25510,,8,5,
42794,1678,2,14,,
42794,6377,1,5,,
42794,12060,1,3,2,
42794,16454,2,6,1,
42794,11766,5,,,
42794,57601,2,5,2,
42794,13501,,8,2,
42794,6203,2,5,2,
42794,56554,4,18,5,
42794,12117,2,10,5,
42794,22960,2,12,,
42794,16445,1,4,,
42794,57842,,12,5,
42794,6416,2,5,5,
42794,57007,4,21,,
42794,3809,,2,1,
42794,6257,1,,1,
42794,6403,3,15,4,
42794,51516,2,12,2,
42794,16444,2,16,5,
42794,22973,2,16,,
42794,6428,1,10,4,
42794,51700,,10,2,
42794,1671,,12,4,
42794,1718,,10,2,
42794,6263,,7,3,
42794,6369,,17,,
42794,3835,,8,4,
42794,2030,,6,2,
42794,51226,,5,2,
42794,53242,,6,3,
42794,57598,,10,5,
42794,1694,,5,3,
42794,16435,1,9,2,
42794,3817,2,10,2,
42794,51740,2,11,8,
42794,53493,,5,3,
42794,16408,,6,2,
42794,54385,,8,3,
42794,6408,1,5,3,
42794,52410,2,9,3,
42794,52982,3,19,7,
42794,52438,2,14,3,
42794,25549,,36,,
42794,22974,,17,2,
42794,56778,3,15,4,
42794,51755,,3,3,
42794,54341,2,5,3,
42794,6376,3,20,8,
42794,3838,1,14,2,
42794,13535,,10,5,
42794,2963,2,10,7,
42794,2700,2,7,,
42794,6381,,8,2,
42794,56581,2,11,2,
42794,2970,2,5,1,
42794,13823,,25,,
42794,1693,,4,2,
42794,13810,1,1,,
42794,3853,,5,3,
42794,55602,,3,2,
42794,1727,2,8,3,
42794,25542,,11,3,
42794,6290,,11,5,
42794,11749,2,15,10,
42794,22975,3,15,4,
42794,5805,2,8,2,
42794,3487,,5,2,
42794,25565,3,14,3,
42794,1971,,10,,
42794,1970,3,7,3,
42794,2143,,9,,
42794,11719,,11,,
42794,2024,,5,2,
42794,58000,,3,2,
42794,57595,,10,5,
42794,25571,5,20,9,
42794,56248,,2,2,
42794,2097,,8,6,
42794,3887,,9,3,
42794,6358,2,10,2,
42794,59056,,5,,
42794,12697,,4,3,
42794,53903,,6,,
42794,22968,2,13,3,
42794,22963,,3,,
42794,6373,3,27,6,
42794,2074,5,30,2,
42794,6249,,20,,
42794,11727,2,20,,
42794,15501,3,12,4,
42794,11748,,3,1,
42794,6304,,29,7,
42794,6460,,4,,
42794,57962,2,14,10,
42794,11964,,5,3,
42794,56808,,4,,
42794,13755,1,9,,
42794,5591,,10,5,
42794,6219,2,10,8,
42794,6255,2,10,2,
42795,53171,,2,1,
42795,5543,,2,1,
42795,13846,,7,4,
42795,1676,2,8,,
42795,5530,2,14,6,
42795,54479,,7,1,
42795,51568,5,31,,
42795,55567,2,,1,
42795,55422,,15,,
42795,15553,,6,,
42795,12103,,12,4,
42795,3896,3,8,2,
42795,1688,1,4,,
42795,12115,,4,1,
42795,12082,2,16,5,
42795,2036,2,12,,
42795,55817,,8,5,
42795,12105,,4,2,
42795,53221,,5,,
42795,12114,,3,,
42795,6264,,3,2,
42795,56388,,4,2,
42795,57273,2,12,4,
42795,5535,1,9,5,
42795,25556,2,11,1,
42795,2138,1,5,,
42795,6447,,5,2,
42795,1678,2,16,,
42795,2053,,9,1,
42795,2111,2,15,5,
42795,11766,,14,4,
42795,52474,2,30,4,
42795,57601,,6,,
42795,13833,,6,1,
42795,1717,2,,5,
42795,11745,,25,12,
42795,54380,,12,,
42795,2052,,20,8,
42795,6216,,35,,
42795,25501,,30,6,
42795,2141,2,10,4,
42795,16445,,5,1,
42795,6303,,7,3,
42795,6437,,10,3,
42795,57208,2,10,15,
42795,25534,2,10,2,
42795,6416,,4,4,
42795,57835,2,20,4,
42795,53490,,15,2,
42795,53514,2,7,6,
42795,6257,,3,1,
42795,55942,,3,1,
42795,2075,,3,3,
42795,22932,,36,,
42795,1718,,12,2,
42795,5868,,5,3,
42795,52494,,7,1,
42795,57598,,7,,
42795,51024,2,4,2,
42795,3817,2,10,2,
42795,1968,3,15,6,
42795,53206,,1,1,
42795,5518,,,2,
42795,12939,,4,,
42795,51743,2,7,7,
42795,52510,,12,6,
42795,55924,4,,,
42795,51755,1,7,,
42795,6248,,5,,
42795,55973,,10,5,
42795,13823,,25,,
42795,15523,,7,,
42795,2939,,37,,
42795,52652,,8,3,
42795,13848,4,12,6,
42795,13856,1,2,1,
42795,13810,,3,2,
42795,12113,2,11,4,
42795,3762,,30,7,
42795,6204,3,18,5,
42795,6334,3,15,3,
42795,13820,3,30,3,
42795,13840,,28,6,
42795,25554,3,25,8,
42795,2702,5,17,10,
42795,22967,,8,5,
42795,3831,,10,4,
42795,54252,2,20,3,
42795,2062,,3,2,
42795,6253,2,7,5,
42795,12072,2,3,,
42795,11719,2,20,2,
42795,2945,,4,2,
42795,11751,,16,,
42795,12107,,11,4,
42795,2965,,9,2,
42795,51704,,12,1,
42795,11973,,11,3,
42795,25517,,3,2,
42795,56938,,12,7,
42795,6210,,17,8,
42795,6244,,10,5,
42795,3887,3,9,,
42795,6358,1,10,1,
42795,56425,1,7,3,
42795,12698,,6,,
42795,53903,,3,,
42795,22959,,5,,
42795,2109,,16,,
42795,6249,,16,,
42795,25548,3,5,5,
42795,6337,,2,3,
42795,6304,,36,,
42795,5586,,2,,
42795,25515,3,30,3,
42795,56808,,5,2,
42795,13755,,9,2,
42796,53171,,2,1,
42796,5543,,2,1,
42796,1676,,8,3,
42796,58312,,3,,
42796,11734,1,6,1,
42796,52399,3,7,3,
42796,54479,1,3,,
42796,52863,2,7,4,
42796,11726,2,21,2,
42796,53667,,14,10,
42796,6351,1,7,2,
42796,55702,7,13,5,
42796,13859,,5,1,
42796,56835,,36,,
42796,11958,2,8,3,
42796,53730,,28,5,
42796,55422,2,10,,
42796,13495,,2,1,
42796,3816,2,24,7,
42796,1688,,3,2,
42796,3893,,5,3,
42796,11703,4,10,5,
42796,55420,,16,3,
42796,13814,2,6,5,
42796,2989,1,4,2,
42796,22982,,8,4,
42796,53221,,11,8,
42796,11674,,5,3,
42796,1690,,7,3,
42796,2098,2,9,4,
42796,12114,,5,6,
42796,2946,2,14,7,
42796,2692,,5,3,
42796,56388,,6,2,
42796,25555,,14,3,
42796,5589,2,9,3,
42796,1787,,,3,
42796,11723,,3,,
42796,25510,,3,,
42796,1678,2,14,3,
42796,6377,,7,2,
42796,6353,,33,4,
42796,57601,,6,2,
42796,6363,,24,13,
42796,6446,,19,10,
42796,22960,,20,4,
42796,16445,,7,,
42796,3465,,9,5,
42796,2974,1,11,2,
42796,3809,,1,1,
42796,6231,2,10,5,
42796,11713,2,12,6,
42796,2075,,4,4,
42796,3842,2,8,6,
42796,16444,2,15,5,
42796,1718,,12,,
42796,6369,,10,,
42796,6263,,6,,
42796,57598,,4,,
42796,1694,1,6,3,
42796,3817,,10,2,
42796,2060,2,8,,
42796,53493,,7,4,
42796,54385,,7,5,
42796,16408,,6,2,
42796,6408,,2,1,
42796,25549,,36,,
42796,22981,,6,3,
42796,51755,2,6,,
42796,6248,,6,3,
42796,56381,2,8,5,
42796,13792,2,7,2,
42796,1658,,9,,
42796,2999,,12,7,
42796,13823,,23,2,
42796,1693,1,5,2,
42796,13548,,25,10,
42796,22983,,9,3,
42796,22956,1,16,,
42796,2996,2,13,6,
42796,55642,,6,3,
42796,54498,,14,3,
42796,13820,5,26,5,
42796,59894,10,,,
42796,13862,3,25,8,
42796,1772,,5,,
42796,2990,3,11,3,
42796,25565,1,16,3,
42796,5536,2,6,6,
42796,5588,,12,,
42796,1971,,8,2,
42796,2961,,8,3,
42796,13527,,13,7,
42796,55949,2,9,6,
42796,57411,,13,1,
42796,2062,,2,1,
42796,2142,,6,4,
42796,6359,,4,1,
42796,25575,,6,2,
42796,2143,,10,,
42796,52431,,7,2,
42796,5548,,5,7,
42796,2024,,5,2,
42796,22966,,6,2,
42796,1762,,8,5,
42796,58000,1,2,,
42796,11750,2,11,4,
42796,11761,,12,,
42796,6366,,7,3,
42796,51704,,7,,
42796,2113,2,6,3,
42796,25517,,4,3,
42796,56248,,2,2,
42796,5505,,13,7,
42796,6224,5,22,10,
42796,12967,2,5,2,
42796,3887,,11,,
42796,6358,1,10,1,
42796,22979,2,16,7,
42796,53903,,2,,
42796,12695,,12,3,
42796,2994,,16,8,
42796,22963,,4,2,
42796,22959,,14,3,
42796,2109,,10,6,
42796,22980,,4,2,
42796,2074,,22,2,
42796,56756,3,5,,
42796,12942,2,6,2,
42796,6249,,16,,
42796,25548,,16,10,
42796,11667,,5,2,
42796,6337,,8,4,
42796,11748,,3,,
42796,56057,6,9,9,
42796,56808,,4,2,
42796,6297,,5,,
42796,11971,2,8,4,
42797,53171,,4,1,
42797,5543,,3,1,
42797,11725,,15,,
42797,13846,2,10,4,
42797,1676,,8,3,
42797,5530,2,20,8,
42797,11734,,5,1,
42797,1955,,8,2,
42797,12108,,12,9,
42797,54479,,5,,
42797,54484,,8,1,
42797,51568,,36,,
42797,51568,11,16,11,
42797,13461,,8,4,
42797,22971,3,30,4,
42797,12101,3,23,3,
42797,54593,3,20,4,
42797,6270,,9,6,
42797,55567,,3,,
42797,58414,4,18,6,
42797,53216,2,18,10,
42797,22985,,10,5,
42797,16462,2,22,5,
42797,11975,2,5,,
42797,55422,,22,2,
42797,1707,,10,5,
42797,12103,,10,4,
42797,3896,,10,2,
42797,52444,2,16,2,
42797,56011,5,24,10,
42797,55557,,9,8,
42797,1688,,2,2,
42797,53306,,12,2,
42797,12115,,7,1,
42797,51725,3,15,8,
42797,2036,,8,3,
42797,1736,1,6,3,
42797,2698,,8,2,
42797,16447,,17,5,
42797,12105,,6,2,
42797,6466,1,3,3,
42797,12073,,4,2,
42797,6264,2,6,4,
42797,2946,,5,,
42797,56388,2,4,2,
42797,57273,,8,5,
42797,11731,2,16,,
42797,25556,,12,2,
42797,12052,2,7,5,
42797,2138,1,7,1,
42797,25510,2,6,5,
42797,6447,1,5,3,
42797,1678,2,16,3,
42797,2053,1,3,1,
42797,6377,,5,1,
42797,12060,1,2,3,
42797,2672,,3,2,
42797,16454,,7,2,
42797,2070,2,7,2,
42797,11766,,14,6,
42797,52474,2,30,4,
42797,57601,,5,,
42797,13833,1,6,,
42797,6203,,4,3,
42797,1717,,7,,
42797,25501,,36,,
42797,2102,,30,6,
42797,12117,,15,5,
42797,22960,,10,,
42797,16445,,8,,
42797,6437,2,8,4,
42797,5529,,3,4,
42797,5579,4,24,9,
42797,57208,1,10,5,
42797,55905,,7,3,
42797,25534,1,12,3,
42797,6416,2,9,7,
42797,3894,2,20,9,
42797,13855,,23,11,
42797,53490,5,16,3,
42797,57007,,,4,
42797,57007,,27,,
42797,3809,,2,1,
42797,53514,2,7,6,
42797,6257,,2,1,
42797,55942,,3,2,
42797,2075,2,7,,
42797,6403,3,18,6,
42797,22932,,30,6,
42797,51516,,13,1,
42797,6428,2,13,6,
42797,1671,,16,4,
42797,1718,,10,4,
42797,51700,,10,,
42797,3835,,5,2,
42797,52494,,7,,
42797,53242,,12,2,
42797,5868,,6,1,
42797,2030,,3,,
42797,51226,,3,2,
42797,57598,2,6,5,
42797,16435,2,8,4,
42797,51024,,7,5,
42797,5514,3,24,9,
42797,3817,,10,2,
42797,51740,,11,8,
42797,1968,2,23,8,
42797,11951,,6,2,
42797,2060,,4,2,
42797,52889,,6,,
42797,6408,1,4,1,
42797,5518,,2,1,
42797,52410,,9,4,
42797,52438,1,13,2,
42797,52982,1,20,7,
42797,22974,1,16,1,
42797,52510,2,,,
42797,56778,3,15,4,
42797,55924,,6,3,
42797,51755,,6,2,
42797,54341,,6,2,
42797,6376,,18,6,
42797,3838,,13,4,
42797,2963,,8,7,
42797,6292,2,10,6,
42797,2700,,6,2,
42797,55973,,10,8,
42797,13825,1,3,1,
42797,13792,,3,,
42797,6381,,7,3,
42797,1658,2,16,8,
42797,56581,,9,3,
42797,2970,,7,2,
42797,13823,,25,,
42797,15523,5,7,4,
42797,2939,,37,,
42797,52652,,12,3,
42797,51733,3,15,7,
42797,13856,,3,2,
42797,13810,,3,2,
42797,12113,3,23,7,
42797,3853,,4,2,
42797,15548,,15,8,
42797,56350,,18,2,
42797,6334,3,15,5,
42797,25542,2,11,3,
42797,13820,,30,6,
42797,25554,3,25,8,
42797,3851,2,9,6,
42797,6290,,13,9,
42797,13534,,8,8,
42797,22975,2,17,3,
42797,5805,2,10,4,
42797,3831,1,12,5,
42797,11728,,10,,
42797,5536,2,10,10,
42797,25565,3,14,3,
42797,5588,,12,5,
42797,1971,,12,4,
42797,2062,,4,,
42797,12072,,5,3,
42797,22984,,3,1,
42797,1970,,9,4,
42797,2143,,15,7,
42797,11719,2,13,3,
42797,2024,,6,2,
42797,2945,1,8,2,
42797,11751,,17,,
42797,58000,,2,2,
42797,12107,,8,4,
42797,57595,,11,4,
42797,11762,,11,2,
42797,2094,3,12,3,
42797,25571,,18,8,
42797,51704,1,13,2,
42797,11973,,12,2,
42797,25517,,2,,
42797,2097,1,9,4,
42797,3887,,12,,
42797,59056,1,5,2,
42797,12698,,5,,
42797,12697,,3,3,
42797,53903,,4,1,
42797,22968,,14,3,
42797,2109,3,10,3,
42797,6249,,11,,
42797,11727,2,21,2,
42797,6337,,9,5,
42797,15501,,12,2,
42797,6304,,29,7,
42797,6460,,5,3,
42797,57962,2,14,10,
42797,5586,1,3,3,
42797,11964,,6,4,
42797,25515,2,30,4,
42797,56808,,5,2,
42797,13755,,12,3,
42797,6219,,10,5,
42797,5591,,11,5,
42797,6255,,8,3,
42798,1676,3,20,6,
42798,5530,,13,6,
42798,54479,,3,,
42798,3895,2,17,6,
42798,51568,,36,,
42798,53667,,12,5,
42798,13859,,8,4,
42798,3816,,20,,
42798,1688,,5,,
42798,3893,,7,2,
42798,55420,,20,,
42798,6259,2,12,5,
42798,12105,,4,1,
42798,12114,3,7,3,
42798,2692,,5,2,
42798,56388,,2,,
42798,1787,,5,,
42798,13763,,6,2,
42798,5535,1,10,5,
42798,1678,2,30,4,
42798,52474,2,28,6,
42798,57601,,6,2,
42798,13501,,8,,
42798,2052,,20,4,
42798,11745,,25,12,
42798,54380,,22,,
42798,25501,,36,,
42798,22960,,12,2,
42798,6303,3,7,,
42798,57835,2,22,12,
